isin,stock_x,indicator_code,indicator_name,period,value
IT0001128047,Cembre,income_04,Cost Of Revenue,2021-12-31,73921000
IT0001128047,Cembre,income_05,Operating Revenue,2021-12-31,167362000
IT0001128047,Cembre,income_06,Net Income,2021-12-31,25321000
IT0001128047,Cembre,income_07,EBIT,2021-12-31,34392000
IT0001128047,Cembre,income_08,EBITDA,2021-12-31,45801000
IT0001128047,Cembre,income_09,Normalized EBITDA,2021-12-31,45865000
IT0001157020,Erg,balances_01,Current Liabilities,2021-12-31,1909075000
IT0001157020,Erg,balances_02,Total Assets,2021-12-31,6003844000
IT0001157020,Erg,balances_03,Total Non Current Assets,2021-12-31,3294630000
IT0001157020,Erg,balances_04,Investmentin Financial Assets,2021-12-31,984000
IT0001157020,Erg,balances_05,Other Intangible Assets,2021-12-31,689061000
IT0001157020,Erg,balances_06,Goodwill,2021-12-31,306117000
IT0001157020,Erg,balances_07,Current Assets,2021-12-31,2709212000
IT0001157020,Erg,balances_08,Inventory,2021-12-31,32301000
IT0001157020,Erg,balances_09,Accounts Receivable,2021-12-31,320202000
IT0001157020,Erg,balances_10,Cash And Cash Equivalents,2021-12-31,860352000
IT0001157020,Erg,balances_11,Total Capitalization,2021-12-31,3609433000
IT0001157020,Erg,income_01,Diluted EPS,2021-12-31,1.16
IT0001157020,Erg,income_02,Basic EPS,2021-12-31,1.16
IT0001157020,Erg,income_03,Total Revenue,2021-12-31,601408000
IT0001157020,Erg,income_04,Cost Of Revenue,2021-12-31,156420000
IT0001157020,Erg,income_05,Operating Revenue,2021-12-31,601408000
IT0001157020,Erg,income_06,Net Income,2021-12-31,172897000
IT0001157020,Erg,income_07,EBIT,2021-12-31,155460000
IT0001157020,Erg,income_08,EBITDA,2021-12-31,383770000
IT0001157020,Erg,income_09,Normalized EBITDA,2021-12-31,421917000
IT0001206769,Sol,balances_01,Current Liabilities,2021-12-31,315398000
IT0001206769,Sol,balances_02,Total Assets,2021-12-31,1444448000
IT0001206769,Sol,balances_03,Total Non Current Assets,2021-12-31,852612000
IT0001206769,Sol,balances_04,Investmentin Financial Assets,2021-12-31,1077000
IT0001206769,Sol,balances_05,Other Intangible Assets,2021-12-31,22752000
IT0001206769,Sol,balances_06,Goodwill,2021-12-31,170313000
IT0001206769,Sol,balances_07,Current Assets,2021-12-31,591835000
IT0001206769,Sol,balances_08,Inventory,2021-12-31,67303000
IT0001206769,Sol,balances_09,Accounts Receivable,2021-12-31,340023000
IT0001206769,Sol,balances_10,Cash And Cash Equivalents,2021-12-31,139641000
IT0001206769,Sol,balances_11,Total Capitalization,2021-12-31,1041020000
IT0001206769,Sol,income_01,Diluted EPS,2021-12-31,0.987
IT0001206769,Sol,income_02,Basic EPS,2021-12-31,0.987
IT0001206769,Sol,income_03,Total Revenue,2021-12-31,1112909000
IT0001206769,Sol,income_04,Cost Of Revenue,2021-12-31,628982000
IT0001206769,Sol,income_05,Operating Revenue,2021-12-31,1112909000
IT0001206769,Sol,income_06,Net Income,2021-12-31,89549000
IT0001206769,Sol,income_07,EBIT,2021-12-31,134026000
IT0001206769,Sol,income_08,EBITDA,2021-12-31,253322000
IT0001206769,Sol,income_09,Normalized EBITDA,2021-12-31,253064000
IT0001207098,Acea,balances_01,Current Liabilities,2021-12-31,2597955000
IT0001207098,Acea,balances_02,Total Assets,2021-12-31,10628886000
IT0001207098,Acea,balances_03,Total Non Current Assets,2021-12-31,7801652000
IT0001207098,Acea,balances_04,Investmentin Financial Assets,2021-12-31,22549000
IT0001207098,Acea,balances_05,Other Intangible Assets,2021-12-31,3459797000
IT0001207098,Acea,balances_06,Goodwill,2021-12-31,251477000
IT0001207098,Acea,balances_07,Current Assets,2021-12-31,2827235000
IT0001207098,Acea,balances_08,Inventory,2021-12-31,86406000
IT0001207098,Acea,balances_09,Accounts Receivable,2021-12-31,1071644000
IT0001207098,Acea,balances_10,Cash And Cash Equivalents,2021-12-31,680820000
IT0001207098,Acea,balances_11,Total Capitalization,2021-12-31,6876221000
IT0001207098,Acea,income_01,Diluted EPS,2021-12-31,1.47118
IT0001207098,Acea,income_02,Basic EPS,2021-12-31,1.47118
IT0001207098,Acea,income_03,Total Revenue,2021-12-31,3838987000
IT0001207098,Acea,income_04,Cost Of Revenue,2021-12-31,1833091000
IT0001207098,Acea,income_05,Operating Revenue,2021-12-31,3838987000
IT0001207098,Acea,income_06,Net Income,2021-12-31,313309000
IT0001207098,Acea,income_07,EBIT,2021-12-31,586273000
IT0001207098,Acea,income_08,EBITDA,2021-12-31,1128930000
IT0001207098,Acea,income_09,Normalized EBITDA,2021-12-31,1211237000
IT0001233417,A2a,balances_01,Current Liabilities,2021-12-31,8148000000
IT0001233417,A2a,balances_02,Total Assets,2021-12-31,18008000000
IT0001233417,A2a,balances_03,Total Non Current Assets,2021-12-31,9421000000
IT0001233417,A2a,balances_04,Investmentin Financial Assets,2021-12-31,64000000
IT0001233417,A2a,balances_05,Other Intangible Assets,2021-12-31,2379000000
IT0001233417,A2a,balances_06,Goodwill,2021-12-31,746000000
IT0001233417,A2a,balances_07,Current Assets,2021-12-31,8587000000
IT0001233417,A2a,balances_08,Inventory,2021-12-31,204000000
IT0001233417,A2a,balances_09,Accounts Receivable,2021-12-31,3291000000
IT0001233417,A2a,balances_10,Cash And Cash Equivalents,2021-12-31,964000000
IT0001233417,A2a,balances_11,Total Capitalization,2021-12-31,7993000000
IT0001233417,A2a,income_01,Diluted EPS,2021-12-31,0.1639
IT0001233417,A2a,income_02,Basic EPS,2021-12-31,0.1639
IT0001233417,A2a,income_03,Total Revenue,2021-12-31,11352000000
IT0001233417,A2a,income_04,Cost Of Revenue,2021-12-31,9088000000
IT0001233417,A2a,income_05,Operating Revenue,2021-12-31,11352000000
IT0001233417,A2a,income_06,Net Income,2021-12-31,504000000
IT0001233417,A2a,income_07,EBIT,2021-12-31,658000000
IT0001233417,A2a,income_08,EBITDA,2021-12-31,1324000000
IT0001233417,A2a,income_09,Normalized EBITDA,2021-12-31,1329000000
IT0001237053,Emak,balances_01,Current Liabilities,2021-12-31,233441000
IT0001237053,Emak,balances_02,Total Assets,2021-12-31,658152000
IT0001237053,Emak,balances_03,Total Non Current Assets,2021-12-31,222773000
IT0001237053,Emak,balances_04,Investmentin Financial Assets,2021-12-31,984000
IT0001237053,Emak,balances_05,Other Intangible Assets,2021-12-31,24853000
IT0001237053,Emak,balances_06,Goodwill,2021-12-31,70634000
IT0001237053,Emak,balances_07,Current Assets,2021-12-31,435379000
IT0001237053,Emak,balances_08,Inventory,2021-12-31,217316000
IT0001237053,Emak,balances_09,Accounts Receivable,2021-12-31,121093000
IT0001237053,Emak,balances_10,Cash And Cash Equivalents,2021-12-31,79645000
IT0001237053,Emak,balances_11,Total Capitalization,2021-12-31,360424000
IT0001237053,Emak,income_01,Diluted EPS,2021-12-31,0.199
IT0001237053,Emak,income_02,Basic EPS,2021-12-31,0.199
IT0001237053,Emak,income_03,Total Revenue,2021-12-31,588299000
IT0001237053,Emak,income_04,Cost Of Revenue,2021-12-31,305921000
IT0001237053,Emak,income_05,Operating Revenue,2021-12-31,588299000
IT0001237053,Emak,income_06,Net Income,2021-12-31,32508000
IT0001237053,Emak,income_07,EBIT,2021-12-31,48825000
IT0001237053,Emak,income_08,EBITDA,2021-12-31,73217000
IT0001237053,Emak,income_09,Normalized EBITDA,2021-12-31,73158000
IT0001250932,Hera,balances_01,Current Liabilities,2021-12-31,6066500000
IT0001250932,Hera,balances_02,Total Assets,2021-12-31,14031500000
IT0001250932,Hera,balances_03,Total Non Current Assets,2021-12-31,7589700000
IT0001250932,Hera,balances_04,Investmentin Financial Assets,2021-12-31,1900000
IT0001250932,Hera,balances_05,Other Intangible Assets,2021-12-31,4126700000
IT0001250932,Hera,balances_06,Goodwill,2021-12-31,842900000
IT0001250932,Hera,balances_07,Current Assets,2021-12-31,6441800000
IT0001250932,Hera,balances_08,Inventory,2021-12-31,368000000
IT0001250932,Hera,balances_09,Accounts Receivable,2021-12-31,1398300000
IT0001250932,Hera,balances_10,Cash And Cash Equivalents,2021-12-31,885600000
IT0001250932,Hera,balances_11,Total Capitalization,2021-12-31,6329100000
IT0001250932,Hera,income_01,Diluted EPS,2021-12-31,0.228
IT0001250932,Hera,income_02,Basic EPS,2021-12-31,0.228
IT0001250932,Hera,income_03,Total Revenue,2021-12-31,10377100000
IT0001250932,Hera,income_04,Cost Of Revenue,2021-12-31,8894100000
IT0001250932,Hera,income_05,Operating Revenue,2021-12-31,10377100000
IT0001250932,Hera,income_06,Net Income,2021-12-31,333500000
IT0001250932,Hera,income_07,EBIT,2021-12-31,518600000
IT0001250932,Hera,income_08,EBITDA,2021-12-31,981900000
IT0001250932,Hera,income_09,Normalized EBITDA,2021-12-31,1017600000
IT0001347308,Buzzi,balances_01,Current Liabilities,2021-12-31,673469000
IT0001347308,Buzzi,balances_02,Total Assets,2021-12-31,6921783000
IT0001347308,Buzzi,balances_03,Total Non Current Assets,2021-12-31,4681945000
IT0001347308,Buzzi,balances_04,Investmentin Financial Assets,2021-12-31,19907000
IT0001347308,Buzzi,balances_05,Other Intangible Assets,2021-12-31,59419000
IT0001347308,Buzzi,balances_06,Goodwill,2021-12-31,608789000
IT0001347308,Buzzi,balances_07,Current Assets,2021-12-31,2239838000
IT0001347308,Buzzi,balances_08,Inventory,2021-12-31,498127000
IT0001347308,Buzzi,balances_09,Accounts Receivable,2021-12-31,455735000
IT0001347308,Buzzi,balances_10,Cash And Cash Equivalents,2021-12-31,1203611000
IT0001347308,Buzzi,balances_11,Total Capitalization,2021-12-31,5357377000
IT0001347308,Buzzi,income_01,Diluted EPS,2021-12-31,2.82
IT0001347308,Buzzi,income_02,Basic EPS,2021-12-31,2.82
IT0001347308,Buzzi,income_03,Total Revenue,2021-12-31,3445551000
IT0001347308,Buzzi,income_04,Cost Of Revenue,2021-12-31,1354486000
IT0001347308,Buzzi,income_05,Operating Revenue,2021-12-31,3445551000
IT0001347308,Buzzi,income_06,Net Income,2021-12-31,541903000
IT0001347308,Buzzi,income_07,EBIT,2021-12-31,677055000
IT0001347308,Buzzi,income_08,EBITDA,2021-12-31,926103000
