#,stock,link,market,ISIN,profile,detailspresent,withinstudy,covidstudy,industry,subindustry,2019accounts,2021accounts,UsedForENG,YahooFinanceURL,checkvs2021yahoo
283,Irce,https://www.borsaitaliana.it/borsa/azioni/scheda/IT0001077780.html?lang=it,Euronext STAR Milan,IT0001077780,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0001077780&lang=it,Y,,N,na,na,,,,https://finance.yahoo.com/quote/IRC.MI?p=IRC.MI&.tsrc=fin-srch,
284,Iren,https://www.borsaitaliana.it/borsa/azioni/scheda/IT0003027817.html?lang=it,Euronext Milan,IT0003027817,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0003027817&lang=it,Y,,Y,Utenze,Utenze,EN,EN,Y,https://finance.yahoo.com/quote/IRE.MI?p=IRE.MI&.tsrc=fin-srch,excluded
285,Iscc Fintech,https://www.borsaitaliana.it/borsa/azioni/euronext-growth-milan/scheda/IT0005474108.html?lang=it,Euronext Growth Milan,IT0005474108,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0005474108&lang=it,Y,NotCoveringPeriod,outofscope,na,na,,,,https://finance.yahoo.com/quote/ISC.MI?p=ISC.MI&.tsrc=fin-srch,
286,It Way,https://www.borsaitaliana.it/borsa/azioni/scheda/IT0003057624.html?lang=it,Euronext Milan,IT0003057624,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0003057624&lang=it,Y,,N,Tecnologia,Tecnologia,,,,https://finance.yahoo.com/quote/ITW.MI?p=ITW.MI&.tsrc=fin-srch,
287,Italgas,https://www.borsaitaliana.it/borsa/azioni/scheda/IT0005211237.html?lang=it,Euronext Milan,IT0005211237,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0005211237&lang=it,Y,,N,Utenze,Utenze,,,,https://finance.yahoo.com/quote/IG.MI?p=IG.MI&.tsrc=fin-srch,
288,Italia Independent,https://www.borsaitaliana.it/borsa/azioni/euronext-growth-milan/scheda/IT0004937469.html?lang=it,Euronext Growth Milan,IT0004937469,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0004937469&lang=it,Y,,N,na,na,,,,https://finance.yahoo.com/quote/IIG.MI?p=IIG.MI&.tsrc=fin-srch,
289,Italian Design Brands,https://www.borsaitaliana.it/borsa/azioni/scheda/IT0005543480.html?lang=it,Euronext Milan,IT0005543480,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0005543480&lang=it,Y,NotCoveringPeriod,outofscope,Beni voluttuari,Servizi e prodotti di consumo,,,,https://finance.yahoo.com/quote/IDB.MI?p=IDB.MI&.tsrc=fin-srch,
290,Italian Exhibition Group,https://www.borsaitaliana.it/borsa/azioni/scheda/IT0003411417.html?lang=it,Euronext Milan,IT0003411417,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0003411417&lang=it,Y,,N,Beni voluttuari,Viaggi e tempo libero,,,,https://finance.yahoo.com/quote/IEG.MI?p=IEG.MI&.tsrc=fin-srch,
291,Italian Wine Brands,https://www.borsaitaliana.it/borsa/azioni/euronext-growth-milan/scheda/IT0005075764.html?lang=it,Euronext Growth Milan,IT0005075764,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0005075764&lang=it,Y,,N,na,na,,,,https://finance.yahoo.com/quote/IWB.MI?p=IWB.MI&.tsrc=fin-srch,
292,Italmobiliare,https://www.borsaitaliana.it/borsa/azioni/scheda/IT0005253205.html?lang=it,Euronext STAR Milan,IT0005253205,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0005253205&lang=it,Y,,N,Finanza,Servizi Finanziari,,,,https://finance.yahoo.com/quote/ITM.MI?p=ITM.MI&.tsrc=fin-srch,
293,Iveco Group,https://www.borsaitaliana.it/borsa/azioni/scheda/NL0015000LU4.html?lang=it,Euronext Milan,NL0015000LU4,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=NL0015000LU4&lang=it,Y,,outofscope,Industria,Beni e servizi industriali,,,,https://finance.yahoo.com/quote/IVG.MI?p=IVG.MI&.tsrc=fin-srch,
294,Ivs Group,https://www.borsaitaliana.it/borsa/azioni/scheda/LU0556041001.html?lang=it,Euronext STAR Milan,LU0556041001,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=LU0556041001&lang=it,Y,,outofscope,na,na,,,,https://finance.yahoo.com/quote/IVS.MI?p=IVS.MI&.tsrc=fin-srch,
295,Jonix,https://www.borsaitaliana.it/borsa/azioni/euronext-growth-milan/scheda/IT0005442741.html?lang=it,Euronext Growth Milan,IT0005442741,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0005442741&lang=it,Y,,Y,na,na,IT,IT,,https://finance.yahoo.com/quote/JNX.MI?p=JNX.MI&.tsrc=fin-srch,
296,Juventus Fc,https://www.borsaitaliana.it/borsa/azioni/scheda/IT0000336518.html?lang=it,Euronext Milan,IT0000336518,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0000336518&lang=it,Y,,Y,Beni voluttuari,Viaggi e tempo libero,EN,EN,Y,https://finance.yahoo.com/quote/JUVE.MI?p=JUVE.MI&.tsrc=fin-srch,included
297,K+S,https://www.borsaitaliana.it/borsa/azioni/global-equity-market/scheda/DE000KSAG888.html?lang=it,Global Equity Market,DE000KSAG888,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=DE000KSAG888&lang=it,Y,,outofscope,na,na,,,,https://finance.yahoo.com/quote/SDF.DE?p=SDF.DE&.tsrc=fin-srch,
298,Kering,https://www.borsaitaliana.it/borsa/azioni/global-equity-market/scheda/FR0000121485.html?lang=it,Global Equity Market,FR0000121485,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=FR0000121485&lang=it,Y,,outofscope,na,na,,,,https://finance.yahoo.com/quote/KER.PA?p=KER.PA&.tsrc=fin-srch,
299,Ki Group,https://www.borsaitaliana.it/borsa/azioni/euronext-growth-milan/scheda/IT0005504797.html?lang=it,Euronext Growth Milan,IT0005504797,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0005504797&lang=it,Y,,N,na,na,,,,na,
300,Kme Group,https://www.borsaitaliana.it/borsa/azioni/scheda/IT0004552359.html?lang=it,Euronext Milan,IT0004552359,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0004552359&lang=it,Y,,Y,Materie prime,Risorse primarie,EN,EN,Y,https://finance.yahoo.com/quote/KME.MI?p=KME.MI&.tsrc=fin-srch,included
301,Kme Group Rsp,https://www.borsaitaliana.it/borsa/azioni/scheda/IT0004552367.html?lang=it,Euronext Milan,IT0004552367,,N,,N,na,na,,,,https://finance.yahoo.com/quote/KMER.MI?p=KMER.MI&.tsrc=fin-srch,
302,Kolinpharma,https://www.borsaitaliana.it/borsa/azioni/euronext-growth-milan/scheda/IT0005322950.html?lang=it,Euronext Growth Milan,IT0005322950,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0005322950&lang=it,Y,,Y,na,na,IT,IT,,na,
303,Labomar,https://www.borsaitaliana.it/borsa/azioni/euronext-growth-milan/scheda/IT0005421646.html?lang=it,Euronext Growth Milan,IT0005421646,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0005421646&lang=it,Y,NotCoveringPeriod,outofscope,na,na,,,,na,
304,Laboratorio Farmaceutico Erfo,https://www.borsaitaliana.it/borsa/azioni/euronext-growth-milan/scheda/IT0005497885.html?lang=it,Euronext Growth Milan,IT0005497885,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0005497885&lang=it,Y,,N,na,na,,,,https://finance.yahoo.com/quote/ERFO.MI?p=ERFO.MI&.tsrc=fin-srch,
305,Landi Renzo,https://www.borsaitaliana.it/borsa/azioni/scheda/IT0004210289.html?lang=it,Euronext STAR Milan,IT0004210289,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0004210289&lang=it,Y,,N,Beni voluttuari,Automobili e parti di ricambio,,,,https://finance.yahoo.com/quote/LNDR.MI?p=LNDR.MI&.tsrc=fin-srch,
306,Leonardo,https://www.borsaitaliana.it/borsa/azioni/scheda/IT0003856405.html?lang=it,Euronext Milan,IT0003856405,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0003856405&lang=it,Y,,Y,Industria,Beni e servizi industriali,EN,EN,Y,https://finance.yahoo.com/quote/LDO.MI?p=LDO.MI&.tsrc=fin-srch,included
307,Leone Film Group,https://www.borsaitaliana.it/borsa/azioni/euronext-growth-milan/scheda/IT0004973696.html?lang=it,Euronext Growth Milan,IT0004973696,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0004973696&lang=it,Y,,Y,na,na,IT,IT,,https://finance.yahoo.com/quote/LFG.MI?p=LFG.MI&.tsrc=fin-srch,
308,Levi Strauss & Co,https://www.borsaitaliana.it/borsa/azioni/global-equity-market/scheda/US52736R1023.html?lang=it,Global Equity Market,US52736R1023,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=US52736R1023&lang=it,Y,,outofscope,na,na,,,,https://finance.yahoo.com/quote/LEVI?p=LEVI&.tsrc=fin-srch,
309,Lindbergh,https://www.borsaitaliana.it/borsa/azioni/euronext-growth-milan/scheda/IT0005469272.html?lang=it,Euronext Growth Milan,IT0005469272,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0005469272&lang=it,Y,NotCoveringPeriod,outofscope,na,na,,,,https://finance.yahoo.com/quote/LDB.MI?p=LDB.MI&.tsrc=fin-srch,
310,Longino&Cardenal,https://www.borsaitaliana.it/borsa/azioni/euronext-growth-milan/scheda/IT0005337073.html?lang=it,Euronext Growth Milan,IT0005337073,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0005337073&lang=it,Y,,Y,na,na,IT,IT,,https://finance.yahoo.com/quote/LON.MI?p=LON.MI&.tsrc=fin-srch,
311,Lottomatica Group,https://www.borsaitaliana.it/borsa/azioni/scheda/IT0005541336.html?lang=it,Euronext Milan,IT0005541336,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0005541336&lang=it,Y,MissingReports,outofscope,Beni voluttuari,Viaggi e tempo libero,,,,https://finance.yahoo.com/quote/LTMC.MI?p=LTMC.MI&.tsrc=fin-srch,
312,Lucisano Media Group,https://www.borsaitaliana.it/borsa/azioni/euronext-growth-milan/scheda/IT0004522162.html?lang=it,Euronext Growth Milan,IT0004522162,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0004522162&lang=it,Y,,N,na,na,,,,https://finance.yahoo.com/quote/LMG.MI?p=LMG.MI&.tsrc=fin-srch,
313,Luve,https://www.borsaitaliana.it/borsa/azioni/scheda/IT0005107492.html?lang=it,Euronext STAR Milan,IT0005107492,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0005107492&lang=it,Y,NotCoveringPeriod,outofscope,Industria,Edilizia e materiali,,,,https://finance.yahoo.com/quote/LUVE.MI?p=LUVE.MI&.tsrc=fin-srch,
314,Lventure Group,https://www.borsaitaliana.it/borsa/azioni/scheda/IT0005013013.html?lang=it,Euronext Milan,IT0005013013,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0005013013&lang=it,Y,,Y,na,na,EN,EN,Y,https://finance.yahoo.com/quote/LVEN.MI?p=LVEN.MI&.tsrc=fin-srch,included
315,Lvmh,https://www.borsaitaliana.it/borsa/azioni/global-equity-market/scheda/FR0000121014.html?lang=it,Global Equity Market,FR0000121014,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=FR0000121014&lang=it,Y,,outofscope,na,na,,,,https://finance.yahoo.com/quote/MC.PA?p=MC.PA&.tsrc=fin-srch,
316,Lyft,https://www.borsaitaliana.it/borsa/azioni/global-equity-market/scheda/US55087P1049.html?lang=it,Global Equity Market,US55087P1049,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=US55087P1049&lang=it,Y,,outofscope,na,na,,,,https://finance.yahoo.com/quote/LYFT?p=LYFT&.tsrc=fin-srch,
317,Magis,https://www.borsaitaliana.it/borsa/azioni/euronext-growth-milan/scheda/IT0005525347.html?lang=it,Euronext Growth Milan,IT0005525347,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0005525347&lang=it,Y,,N,na,na,,,,https://finance.yahoo.com/quote/MGS.MI?p=MGS.MI&.tsrc=fin-srch,
318,Maire Tecnimont,https://www.borsaitaliana.it/borsa/azioni/scheda/IT0004931058.html?lang=it,Euronext Milan,IT0004931058,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0004931058&lang=it,Y,,Y,Industria,Edilizia e materiali,EN,EN,Y,https://finance.yahoo.com/quote/MAIRE.MI?p=MAIRE.MI&.tsrc=fin-srch,included
319,Maps,https://www.borsaitaliana.it/borsa/azioni/euronext-growth-milan/scheda/IT0005364333.html?lang=it,Euronext Growth Milan,IT0005364333,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0005364333&lang=it,Y,,Y,na,na,IT,IT,,https://finance.yahoo.com/quote/MAPS.MI?p=MAPS.MI&.tsrc=fin-srch,
320,Marr,https://www.borsaitaliana.it/borsa/azioni/scheda/IT0003428445.html?lang=it,Euronext STAR Milan,IT0003428445,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0003428445&lang=it,Y,,Y,Beni di prima necessità,"Cura della persona, alimentari e drogherie",EN,EN,Y,https://finance.yahoo.com/quote/MARR.MI?p=MARR.MI&.tsrc=fin-srch,included
321,Marzocchi Pompe,https://www.borsaitaliana.it/borsa/azioni/euronext-growth-milan/scheda/IT0004376858.html?lang=it,Euronext Growth Milan,IT0004376858,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0004376858&lang=it,Y,,Y,na,na,IT,IT,,https://finance.yahoo.com/quote/MARP.MI?p=MARP.MI&.tsrc=fin-srch,
322,Masi Agricola,https://www.borsaitaliana.it/borsa/azioni/euronext-growth-milan/scheda/IT0004125677.html?lang=it,Euronext Growth Milan,IT0004125677,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0004125677&lang=it,Y,,Y,na,na,IT,IT,,https://finance.yahoo.com/quote/MASI.MI?p=MASI.MI&.tsrc=fin-srch,
323,Matica Fintec,https://www.borsaitaliana.it/borsa/azioni/euronext-growth-milan/scheda/IT0005388449.html?lang=it,Euronext Growth Milan,IT0005388449,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0005388449&lang=it,Y,,Y,na,na,IT,EN,,https://finance.yahoo.com/quote/MFT.MI?p=MFT.MI&.tsrc=fin-srch,
324,Medica,https://www.borsaitaliana.it/borsa/azioni/euronext-growth-milan/scheda/IT0005460149.html?lang=it,Euronext Growth Milan,IT0005460149,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0005460149&lang=it,Y,,Y,na,na,IT,IT,,na,
325,Mediobanca,https://www.borsaitaliana.it/borsa/azioni/scheda/IT0000062957.html?lang=it,Euronext Milan,IT0000062957,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0000062957&lang=it,Y,,N,Finanza,Servizi Finanziari,,,,https://finance.yahoo.com/quote/MB.MI?p=MB.MI&.tsrc=fin-srch,
326,Meglioquesto,https://www.borsaitaliana.it/borsa/azioni/euronext-growth-milan/scheda/IT0005450173.html?lang=it,Euronext Growth Milan,IT0005450173,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0005450173&lang=it,Y,,Y,na,na,IT,IT,,https://finance.yahoo.com/quote/IT0005450173.SG?p=IT0005450173.SG&.tsrc=fin-srch,
327,Mercedes-Benz Group,https://www.borsaitaliana.it/borsa/azioni/global-equity-market/scheda/DE0007100000.html?lang=it,Global Equity Market,DE0007100000,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=DE0007100000&lang=it,Y,,outofscope,na,na,,,,https://finance.yahoo.com/quote/MBG.DE?p=MBG.DE&.tsrc=fin-srch,
328,Merck,https://www.borsaitaliana.it/borsa/azioni/global-equity-market/scheda/DE0006599905.html?lang=it,Global Equity Market,DE0006599905,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=DE0006599905&lang=it,Y,,outofscope,na,na,,,,https://finance.yahoo.com/quote/MRK.DE?p=MRK.DE&.tsrc=fin-srch,
329,Met.Extra Group,https://www.borsaitaliana.it/borsa/azioni/scheda/IT0005481855.html?lang=it,Euronext Milan,IT0005481855,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0005481855&lang=it,Y,,Y,na,na,IT,IT,,https://finance.yahoo.com/quote/MET.MI?p=MET.MI&.tsrc=fin-srch,
330,Meta Platforms,https://www.borsaitaliana.it/borsa/azioni/global-equity-market/scheda/US30303M1027.html?lang=it,Global Equity Market,US30303M1027,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=US30303M1027&lang=it,Y,,outofscope,na,na,,,,https://finance.yahoo.com/quote/META?p=META&.tsrc=fin-srch,
331,Mfe A,https://www.borsaitaliana.it/borsa/azioni/scheda/NL0015000MZ1.html?lang=it,Euronext Milan,NL0015000MZ1,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=NL0015000MZ1&lang=it,Y,,outofscope,Beni voluttuari,Media,,,,na,
332,Mfe B,https://www.borsaitaliana.it/borsa/azioni/scheda/NL0015000N09.html?lang=it,Euronext Milan,NL0015000N09,,N,,outofscope,Beni voluttuari,Media,,,,na,
333,Micron Technology,https://www.borsaitaliana.it/borsa/azioni/global-equity-market/scheda/US5951121038.html?lang=it,Global Equity Market,US5951121038,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=US5951121038&lang=it,Y,,outofscope,na,na,,,,https://finance.yahoo.com/quote/MU?p=MU&.tsrc=fin-srch,
334,Microsoft Corp,https://www.borsaitaliana.it/borsa/azioni/global-equity-market/scheda/US5949181045.html?lang=it,Global Equity Market,US5949181045,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=US5949181045&lang=it,Y,,outofscope,na,na,,,,https://finance.yahoo.com/quote/MSFT?p=MSFT&.tsrc=fin-srch,
335,Mit Sim,https://www.borsaitaliana.it/borsa/azioni/euronext-growth-milan/scheda/IT0005427510.html?lang=it,Euronext Growth Milan,IT0005427510,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0005427510&lang=it,Y,NotCoveringPeriod,outofscope,na,na,,,,https://finance.yahoo.com/quote/MTS.MI?p=MTS.MI&.tsrc=fin-srch,
336,Mittel,https://www.borsaitaliana.it/borsa/azioni/scheda/IT0001447348.html?lang=it,Euronext Milan,IT0001447348,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0001447348&lang=it,Y,,Y,na,na,EN,EN,Y,https://finance.yahoo.com/quote/MIT.MI?p=MIT.MI&.tsrc=fin-srch,bankassfin
337,Moderna,https://www.borsaitaliana.it/borsa/azioni/global-equity-market/scheda/US60770K1079.html?lang=it,Global Equity Market,US60770K1079,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=US60770K1079&lang=it,Y,,outofscope,na,na,,,,https://finance.yahoo.com/quote/MRNA?p=MRNA&.tsrc=fin-srch,
338,Moncler,https://www.borsaitaliana.it/borsa/azioni/scheda/IT0004965148.html?lang=it,Euronext Milan,IT0004965148,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0004965148&lang=it,Y,,Y,Beni voluttuari,Servizi e prodotti di consumo,EN,EN,Y,https://finance.yahoo.com/quote/MONC.MI?p=MONC.MI&.tsrc=fin-srch,included
339,Mondadori Edit,https://www.borsaitaliana.it/borsa/azioni/scheda/IT0001469383.html?lang=it,Euronext STAR Milan,IT0001469383,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0001469383&lang=it,Y,,N,Beni voluttuari,Media,,,,https://finance.yahoo.com/quote/MN.MI?p=MN.MI&.tsrc=fin-srch,
340,Mondo Tv,https://www.borsaitaliana.it/borsa/azioni/scheda/IT0001447785.html?lang=it,Euronext STAR Milan,IT0001447785,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0001447785&lang=it,Y,,Y,Beni voluttuari,Media,EN,IT,,na,
341,Mondo Tv France,https://www.borsaitaliana.it/borsa/azioni/euronext-growth-milan/scheda/FR0011443266.html?lang=it,Euronext Growth Milan,FR0011443266,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=FR0011443266&lang=it,Y,,outofscope,na,na,,,,na,
342,Mondo Tv Suisse,https://www.borsaitaliana.it/borsa/azioni/euronext-growth-milan/scheda/CH0274177580.html?lang=it,Euronext Growth Milan,CH0274177580,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=CH0274177580&lang=it,Y,,outofscope,na,na,,,,na,
343,Monnalisa,https://www.borsaitaliana.it/borsa/azioni/euronext-growth-milan/scheda/IT0005338139.html?lang=it,Euronext Growth Milan,IT0005338139,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0005338139&lang=it,Y,NotCoveringPeriod,outofscope,na,na,,,,https://finance.yahoo.com/quote/MNL.MI?p=MNL.MI&.tsrc=fin-srch,
344,Monrif,https://www.borsaitaliana.it/borsa/azioni/scheda/IT0000066016.html?lang=it,Euronext Milan,IT0000066016,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0000066016&lang=it,Y,,Y,Beni voluttuari,Media,IT,IT,,https://finance.yahoo.com/quote/MON.MI?p=MON.MI&.tsrc=fin-srch,
345,Munich Re,https://www.borsaitaliana.it/borsa/azioni/global-equity-market/scheda/DE0008430026.html?lang=it,Global Equity Market,DE0008430026,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=DE0008430026&lang=it,Y,,outofscope,na,na,,,,https://finance.yahoo.com/quote/1MUV2.MI?p=1MUV2.MI,
346,Mutuionline,https://www.borsaitaliana.it/borsa/azioni/scheda/IT0004195308.html?lang=it,Euronext STAR Milan,IT0004195308,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0004195308&lang=it,Y,,Y,Finanza,Servizi Finanziari,EN,EN,Y,https://finance.yahoo.com/quote/MOL.MI?p=MOL.MI&.tsrc=fin-srch,included
347,Nb Aurora,https://www.borsaitaliana.it/borsa/azioni/miv/scheda/LU1738384764.html?lang=it,Euronext MIV Milan/Segmento Professionale,LU1738384764,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=LU1738384764&lang=it,Y,,outofscope,na,na,,,,https://finance.yahoo.com/quote/AUR.MI?p=AUR.MI&.tsrc=fin-srch,
348,Neodecortech,https://www.borsaitaliana.it/borsa/azioni/scheda/IT0005275778.html?lang=it,Euronext STAR Milan,IT0005275778,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0005275778&lang=it,Y,,N,Materie prime,Risorse primarie,,,,https://finance.yahoo.com/quote/NDT.MI?p=NDT.MI&.tsrc=fin-srch,
349,Neosperience,https://www.borsaitaliana.it/borsa/azioni/euronext-growth-milan/scheda/IT0005497018.html?lang=it,Euronext Growth Milan,IT0005497018,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0005497018&lang=it,Y,,Y,na,na,IT,IT,,https://finance.yahoo.com/quote/NSP.MI?p=NSP.MI&.tsrc=fin-srch,
350,Netflix,https://www.borsaitaliana.it/borsa/azioni/global-equity-market/scheda/US64110L1061.html?lang=it,Global Equity Market,US64110L1061,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=US64110L1061&lang=it,Y,,outofscope,na,na,,,,https://finance.yahoo.com/quote/NFLX?p=NFLX&.tsrc=fin-srch,
351,Netweek,https://www.borsaitaliana.it/borsa/azioni/scheda/IT0005545675.html?lang=it,Euronext Milan,IT0005545675,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0005545675&lang=it,Y,,Y,Beni voluttuari,Rivenditori,IT,IT,,https://finance.yahoo.com/quote/NTW.MI?p=NTW.MI&.tsrc=fin-srch,
352,Neurosoft,https://www.borsaitaliana.it/borsa/azioni/euronext-growth-milan/scheda/GRS802003004.html?lang=it,Euronext Growth Milan,GRS802003004,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=GRS802003004&lang=it,Y,,outofscope,na,na,,,,https://finance.yahoo.com/quote/NRST.MI?p=NRST.MI&.tsrc=fin-srch,
353,Newlat Food,https://www.borsaitaliana.it/borsa/azioni/scheda/IT0005385213.html?lang=it,Euronext STAR Milan,IT0005385213,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0005385213&lang=it,Y,,Y,Beni di prima necessità,"Cibo, bevande e tabacco",EN,EN,Y,https://finance.yahoo.com/quote/NWL.MI?p=NWL.MI&.tsrc=fin-srch,included
354,Nexi,https://www.borsaitaliana.it/borsa/azioni/scheda/IT0005366767.html?lang=it,Euronext Milan,IT0005366767,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0005366767&lang=it,Y,NotCoveringPeriod,outofscope,Industria,Beni e servizi industriali,,,,https://finance.yahoo.com/quote/NEXI.MI?p=NEXI.MI&.tsrc=fin-srch,
355,Next Re,https://www.borsaitaliana.it/borsa/azioni/scheda/IT0005330516.html?lang=it,Euronext Milan,IT0005330516,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0005330516&lang=it,Y,,Y,na,na,IT,EN,,https://finance.yahoo.com/quote/NR.MI?p=NR.MI&.tsrc=fin-srch,
356,Nokia Corporation,https://www.borsaitaliana.it/borsa/azioni/global-equity-market/scheda/FI0009000681.html?lang=it,Global Equity Market,FI0009000681,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=FI0009000681&lang=it,Y,,outofscope,na,na,,,,https://finance.yahoo.com/quote/NOKIA.HE?p=NOKIA.HE&.tsrc=fin-srch,
357,Notorious Pictures,https://www.borsaitaliana.it/borsa/azioni/euronext-growth-milan/scheda/IT0005025355.html?lang=it,Euronext Growth Milan,IT0005025355,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0005025355&lang=it,Y,,N,na,na,,,,https://finance.yahoo.com/quote/NPI.MI?p=NPI.MI&.tsrc=fin-srch,
358,Nusco,https://www.borsaitaliana.it/borsa/azioni/euronext-growth-milan/scheda/IT0005453110.html?lang=it,Euronext Growth Milan,IT0005453110,https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0005453110&lang=it,Y,,Y,na,na,IT,IT,,https://finance.yahoo.com/quote/NUS.MI?p=NUS.MI&.tsrc=fin-srch,
